epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,3805.33,0.06448,0.07279,0.74213,0.97915,0.97357,0.99322,0.98535,0.10953,0.14763,0.75124,0.003565,0.003565,0.003565
132,3836.72,0.06628,0.07338,0.74294,0.97746,0.97382,0.99292,0.98512,0.11065,0.14494,0.75047,0.0035155,0.0035155,0.0035155
133,3867.19,0.06592,0.07433,0.74142,0.97835,0.97269,0.99265,0.98282,0.10992,0.14274,0.75086,0.003466,0.003466,0.003466
134,3898.46,0.06214,0.07193,0.7426,0.97236,0.97109,0.99231,0.98153,0.1079,0.14866,0.7509,0.0034165,0.0034165,0.0034165
135,3929.11,0.06018,0.06901,0.74063,0.97793,0.96685,0.99145,0.98227,0.10749,0.15246,0.75102,0.003367,0.003367,0.003367
136,3960.84,0.05877,0.06833,0.74041,0.9763,0.97258,0.99218,0.98249,0.1065,0.14804,0.75099,0.0033175,0.0033175,0.0033175
137,3991.97,0.05815,0.06921,0.74128,0.98278,0.97365,0.99343,0.98455,0.10771,0.14328,0.75089,0.003268,0.003268,0.003268
138,4023.01,0.05903,0.06853,0.74127,0.98075,0.96632,0.99209,0.98329,0.1077,0.14656,0.75069,0.0032185,0.0032185,0.0032185
139,4053.41,0.05864,0.06877,0.74273,0.97741,0.96813,0.99153,0.98193,0.10897,0.14821,0.75129,0.003169,0.003169,0.003169
140,4084.56,0.05599,0.06721,0.74151,0.9716,0.96886,0.99102,0.98237,0.10508,0.15237,0.75085,0.0031195,0.0031195,0.0031195
141,4115.99,0.05521,0.06639,0.74126,0.97067,0.96991,0.99172,0.98342,0.10467,0.14816,0.75113,0.00307,0.00307,0.00307
142,4147.29,0.0567,0.06605,0.74143,0.97679,0.97325,0.99326,0.98539,0.10477,0.14387,0.75081,0.0030205,0.0030205,0.0030205
